t,a_ref,a_eu_on_ref,abs_err,rel_err
0.0,0.1,0.1,0.0,0.0
0.000125,0.10018738364613687,0.10018750000000001,1.163538631415717e-07,1.1613624281529687e-06
0.00025,0.10037453516710547,0.100375,4.648328945366931e-07,4.630984280652714e-06
0.000375,0.10056145543229099,0.1005625,1.0445677090104022e-06,1.0387356711575336e-05
0.0005,0.10074814530518961,0.10075,1.8546948103992378e-06,1.840922038595268e-05
0.000625,0.10093460564346574,0.100936568,1.9623565342685723e-06,1.9441860616172042e-05
0.00075,0.10112083729900857,0.101123136,2.29870099142937e-06,2.2732218727898968e-05
0.000875,0.10130684111798796,0.10130970400000001,2.8628820120529808e-06,2.8259513182517164e-05
0.001,0.10149261794090948,0.10149627200000001,3.6540590905298487e-06,3.6003200672754944e-05
0.0011250000000000001,0.10167816860266893,0.10168192189742208,3.7532947531476735e-06,3.691347714782814e-05
0.00125,0.10186349393260603,0.10186757179484413,4.07786223809159e-06,4.003261699220239e-05
0.001375,0.10204859475455758,0.10205322169226619,4.626937708612777e-06,4.534053329927004e-05
0.0015,0.10223347188690983,0.10223887158968825,5.399702778421944e-06,5.281736674652913e-05
0.0016250000000000001,0.1024181261426503,0.10242361690981729,5.490767166979604e-06,5.361128321496416e-05
0.00175,0.10260255832941895,0.10260836222994632,5.803900527373562e-06,5.6566820768146184e-05
0.001875,0.1027867692495586,0.10279310755007534,6.338300516744999e-06,6.166455627529275e-05
0.002,0.10297075970016492,0.10297785287020438,7.093170039454422e-06,6.888528413414232e-05
0.002125,0.10315453047313569,0.1031617067803843,7.1763072486130675e-06,6.956851255778735e-05
0.0022500000000000003,0.10333808235521946,0.10334556069056425,7.4783353447849255e-06,7.236766131462022e-05
0.002375,0.10352141612806363,0.10352941460074418,7.998472680542656e-06,7.72639418943794e-05
0.0025,0.10370453256826201,0.1037132685109241,8.735942662096985e-06,8.423877381007038e-05
0.002625,0.10388743244740169,0.10389624383405605,8.811386654358766e-06,8.481667557642158e-05
